pozitie,url,angajator,detalii,publicat_in,expira_in,judet,url_judet,tip,updates
INGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1882/,CREȘA MIROSLAVA,"Funcție publică, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  12/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Temporar,
"pedagog social, grad profesional principal",https://posturi.gov.ro/anunt/pedagog-social-grad-profesional-principal-5/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI NEAMT,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,
MUNCITOR CALIFICAT I (tâmplar universal),https://posturi.gov.ro/anunt/muncitor-calificat-i-tamplar-universal/,Unitatea Militară 02031 București,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
inspector de specialitate;paznic;2 muncitor calificat;muncitor necalificat;ingrijitor,https://posturi.gov.ro/anunt/inspector-de-specialitatepaznic2-muncitor-calificatmuncitor-necalificatingrijitor/,UAT BARLAD,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  13/09/2024,Vaslui,https://posturi.gov.ro/?judet=Vaslui,Permanent,
Supraveghetor de noapte,https://posturi.gov.ro/anunt/supraveghetor-de-noapte-36/,Direcția generală de asistență social și protecția copilului,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1853/,"Școala Gimnazială Cărpiniș, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  13/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,
Referent de specialitate II,https://posturi.gov.ro/anunt/referent-de-specialitate-ii-15/,Serviciul de Ambulanta Judetean Galati,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,
Infirmiera,https://posturi.gov.ro/anunt/infirmiera-179/,Spitalul Clinic de Urgență pentru Copii Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,
Brancardier,https://posturi.gov.ro/anunt/brancardier-51/,Spitalul Clinic de Urgență pentru Copii Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,
Muncitor calificat-electromecanic masini si echipamente electrice,https://posturi.gov.ro/anunt/muncitor-calificat-electromecanic-masini-si-echipamente-electrice/,"Institutul de Cercetare-Dezvoltare pentru Montanologie,Cristian,   Cristian,  județul Sibiu","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,
Referent debutant,https://posturi.gov.ro/anunt/referent-debutant-48/,"Spitalul Clinic „Nicolae Malaxa”, București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
Sofer autosanitara I si II,https://posturi.gov.ro/anunt/sofer-autosanitara-i-si-ii-2/,Serviciul de Ambulanţă Judeţean Prahova,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,
SPITALUL CLINIC JUDETEAN DE URGENTA TARGU MURES,https://posturi.gov.ro/anunt/spitalul-clinic-judetean-de-urgenta-targu-mures-2/,SPITALUL CLINIC JUDETEAN DE URGENTA TARGU MURES,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Mureş,https://posturi.gov.ro/?judet=Mureş,Permanent,
MUNCITOR NECALIFICAT,https://posturi.gov.ro/anunt/muncitor-necalificat-221/,"PRIMĂRIA COMUNEI BIVOLARI, JUDEȚUL IAȘI","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,
supraveghetor noapte,https://posturi.gov.ro/anunt/supraveghetor-noapte-13/,Centrul Școlar Pentru Educația Incluzivă „Miron Ionescu” Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  9/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Temporar,
consilier IA,https://posturi.gov.ro/anunt/consilier-ia-46/,Ministerul Culturii,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
ÎNGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1870/,Liceul Teoretic ”Miron Costin” Iași ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  24/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,
inspector de specialitate,https://posturi.gov.ro/anunt/inspector-de-specialitate-134/,Primăria Municipiului Sighetu Marmației,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Maramureş,https://posturi.gov.ro/?judet=Maramureş,Permanent,
inginer debutant (s),https://posturi.gov.ro/anunt/inginer-debutant-s-20/,Universitatea Națională de Știință și Tehnologie POLITEHNICA București,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
Expert Gr. I – Secția documentații tehnice program major administrație centrală,https://posturi.gov.ro/anunt/expert-gr-i-sectia-documentatii-tehnice-program-major-administratie-centrala/,Unitatea Militara 02248 București,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
paznic,https://posturi.gov.ro/anunt/paznic-501/,"Spitalul de Psihiatrie și pentru Măsuri de Siguranță Săpoca, județul Buzău","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,
"Psiholog practicant și Inspector de specialitate, grad profesional I",https://posturi.gov.ro/anunt/psiholog-practicant-si-inspector-de-specialitate-grad-profesional-i/,Direcția Generală de Asistență Socială și Protecția Copilului Sibiu ,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,
guard( femeie de serviciu),https://posturi.gov.ro/anunt/guard-femeie-de-serviciu-14/,PRIMARIA COMUNEI SALIGNY,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,
Informaatician,https://posturi.gov.ro/anunt/informaatician/,Școala gimnazială nr.24 ion jalea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  20/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1860/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI NEAMT,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,
inspector de specialitate IA,https://posturi.gov.ro/anunt/1-functie-contractuala-de-executie-inspector-de-specialitate-ia/,"Serviciul Public Ambient Urban, Baia Mare, județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Maramureş,https://posturi.gov.ro/?judet=Maramureş,Permanent,
Consilier IA,https://posturi.gov.ro/anunt/consilier-ia-41/,Primăria Miercurea Ciuc,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent,
Muncitor calificat treapa I (sudor și lăcătuș mecanic) și îngrijitor clădiri,https://posturi.gov.ro/anunt/muncitor-calificat-treapa-i-sudor-si-lacatus-mecanic-si-ingrijitor-cladiri/,Cresa Ramnicu Valcea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,
instructor educator pentru activitati de resocializare,https://posturi.gov.ro/anunt/instructor-educator-pentru-activitati-de-resocializare-6/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI NEAMT,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,
"0,5 informatician IA S și 0,5 secretar I S",https://posturi.gov.ro/anunt/05-informatician-ia-s-si-05-secretar-i-s/,"Liceul Tehnologic „G. G. Longinescu”, Focșani, județul Vrancea","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  13/09/2024,Vrancea,https://posturi.gov.ro/?judet=Vrancea,Permanent,
Registrator medical,https://posturi.gov.ro/anunt/registrator-medical-52/,"Spitalul de Boli Cronice si Geriatrie ""Constantin Balaceanu Stolnici"" Stefanesti","Funcție contractuală, Consilii județene, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,
inginer debutant,https://posturi.gov.ro/anunt/inginer-debutant-26/,Universitatea Națională de Știință și Tehnologie POLITEHNICA București,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
"1 post șef serviciu Aprovizionare, Transport, Achiziții Publice, Contractare, grad II",https://posturi.gov.ro/anunt/1-post-sef-serviciu-aprovizionare-transport-achizitii-publice-contractare-grad-ii-2/,Spitalul Judetean de Urgenta Targu Jiu judetul Gorj,"Funcție contractuală, Instituții județene, Funcții de conducere","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Gorj,https://posturi.gov.ro/?judet=Gorj,Permanent,
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1880/,Gradinita cu PP Dumbrava minunata,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Giurgiu,https://posturi.gov.ro/?judet=Giurgiu,Permanent,
1 post SPĂLĂTOREASĂ ( studii generale )  – Posturi Fixe Generale,https://posturi.gov.ro/anunt/1-post-spalatoreasa-studii-generale-posturi-fixe-generale/,Spitalul Orasenesc Beclean,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  18/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,
Farmacist specialist,https://posturi.gov.ro/anunt/farmacist-specialist-9/,"Spitalul Judeţean de Urgenţă Miercurea-Ciuc, județul Harghita","Funcție contractuală, Consilii județene, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent,
"Consilier, grad I",https://posturi.gov.ro/anunt/consilier-grad-i/,"Ansamblul Artistic Profesionist „Doina Gorjului” Târgu Jiu, județul Gorj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Gorj,https://posturi.gov.ro/?judet=Gorj,Permanent,
MEDIC SPECIALIST PSIHIATRU,https://posturi.gov.ro/anunt/medic-specialist-psihiatru-6/,"Spitalul de Psihiatrie Poiana Mare, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,
MUNCITOR FOCHIST,https://posturi.gov.ro/anunt/muncitor-fochist-26/,"Școala Gimnazială Cărpiniș, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  13/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,
inspector de specialitate și muncitor calificat,https://posturi.gov.ro/anunt/inspector-de-specialitate-si-muncitor-calificat/,ADMINISTRAȚIA DOMENIULUI PUBLIC ȘI DEZVOLTARE URBANĂ SECTOR 6 BUCUREȘTI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,
"psiholog stagiar, psiholog practicant si terapeut ocupational",https://posturi.gov.ro/anunt/psiholog-stagiar-psiholog-practicant-si-terapeut-ocupational/,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI NEAMT,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,
Secretar grad II și administrator patrimoniu grad I,https://posturi.gov.ro/anunt/secretar-grad-ii-si-administrator-patrimoniu-grad-i/,Cresa Ramnicu Valcea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,
ASISTENT MEDICAL SI INGRIJITOARE,https://posturi.gov.ro/anunt/asistent-medical-si-ingrijitoare/,Spitalul Clinic de Pneumoftiziologie Iaşi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,
"Inspector de specialitate gradul IA, referent IA",https://posturi.gov.ro/anunt/inspector-de-specialitate-gradul-ia-referent-ia/,DIRECȚIA DE DEZVOLTARE SERVICII PUBLICE FOCȘANI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Vrancea,https://posturi.gov.ro/?judet=Vrancea,Permanent,
Infirmier debutat,https://posturi.gov.ro/anunt/infirmier-debutat/,Spitalul Municipal Brad,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent,
Economist,https://posturi.gov.ro/anunt/economist-60/,ICDEAPA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,
Sofer I,https://posturi.gov.ro/anunt/sofer-i-58/,SERVICIUL PUBLIC DE GOSPODARIRE COMUNALA TULCA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Permanent,
Casier,https://posturi.gov.ro/anunt/casier-95/,Municipiul Băilești,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,
asistent medical generalist,https://posturi.gov.ro/anunt/asistent-medical-generalist-175/,Spital DR.C.T.SPARCHEZ Zarnesti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,
masor,https://posturi.gov.ro/anunt/masor-4/,Complex de Servicii pentru Comunitate pentru Persoane Adulte cu Dizabilități Roman,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,
ÎNGRIJITOR ŞCOALĂ,https://posturi.gov.ro/anunt/ingrijitor-scoala-76/,"Colegiul Național „Mircea cel Bătrân”, Râmnicu Vâlcea, județul Vâlcea","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  23/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,
"Ingrijitoare, Muncitor cantina, Administrator financiar/contabil",https://posturi.gov.ro/anunt/ingrijitoare-muncitor-cantina-administrator-financiar-contabil/,Centrul Școlar pentru Educație Inclusivă Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  17/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,
"inspector de specialitate, gradul IA",https://posturi.gov.ro/anunt/inspector-de-specialitate-gradul-ia-34/,"Primăria Municipiului Râmnicu Vâlcea, județul Vâlcea","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,
Infirmier,https://posturi.gov.ro/anunt/infirmier-78/,Directia de Asistenta sociala comunitara Lugoj,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  10/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,
MUNCITOR CALIFICAT (FOCHIST),https://posturi.gov.ro/anunt/muncitor-calificat-fochist-53/,"Spitalul de Psihiatrie și pentru Măsuri de Siguranță Săpoca, județul Buzău","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  16/09/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,
Fochist clasa C – Muncitori Centrala Termica,https://posturi.gov.ro/anunt/fochist-clasa-c-muncitori-centrala-termica/,SPITALUL MUNICIPAL DOROHOI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 3 septembrie,2024",Expiră in  10/09/2024,Botoşani,https://posturi.gov.ro/?judet=Botoşani,Permanent,
