id,name,citycode,city,type,status,main,lat,long,cluster_ica_data,highest,highest_ica,ica,max_value,lastReadingTime,eui,date,now,pm1,pm25,pm10,no2,so2,co,ica_pm1,ica_pm25,ica_pm10,ica_no2,ica_so2,ica_co,highest_eui,highest_date,highest_now,highest_pm1,highest_pm25,highest_pm10,highest_no2,highest_so2,highest_co,highest_ica_pm1,highest_ica_pm25,highest_ica_pm10,highest_ica_no2,highest_ica_so2,highest_ica_co,highest_max_value
208,Gradinita 203,BUC,București,2,true,False,44.441251,26.102791,[],"{'eui': '03000002', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 13.1425, 'pm25': 4.475, 'pm10': 34.8575, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 11.1875, 'ica_pm10': 56.071875, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 56.071875, 'max_value': 34.8575}",56.071875,56.071875,34.8575,2024-08-28 18:00,03000002,2024-08-28 18:00,2024-08-28 18:00,13.1425,4.475,34.8575,0,0,0,0,11.1875,56.071875,0,0,0,03000002,2024-08-28 18:00,2024-08-28 18:00,13.1425,4.475,34.8575,0,0,0,0,11.1875,56.071875,0,0,0,34.8575
225,Spitalul Carol Davila,BUC,București,2,true,False,44.445001,26.089613,[],"{'eui': '03000019', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 17.483333333333, 'pm25': 6.19, 'pm10': 44.356666666667, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 15.475, 'ica_pm10': 67.945833333333, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 67.945833333333, 'max_value': 44.356666666667}",67.945833333333,67.945833333333,44.356666666667,2024-08-28 18:00,03000019,2024-08-28 18:00,2024-08-28 18:00,17.483333333333,6.19,44.356666666667,0,0,0,0,15.475,67.945833333333,0,0,0,03000019,2024-08-28 18:00,2024-08-28 18:00,17.483333333333,6.19,44.356666666667,0,0,0,0,15.475,67.945833333333,0,0,0,44.356666666667
221,Spitalul Dr. Panait Sirbu,BUC,București,2,true,False,44.449810,26.060234,[],"{'eui': '03000015', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 21.813333333333, 'pm25': 7.4266666666667, 'pm10': 53.356666666667, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 18.566666666667, 'ica_pm10': 76.6112, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 76.6112, 'max_value': 53.356666666667}",76.6112,76.6112,53.356666666667,2024-08-28 18:00,03000015,2024-08-28 18:00,2024-08-28 18:00,21.813333333333,7.4266666666667,53.356666666667,0,0,0,0,18.566666666667,76.6112,0,0,0,03000015,2024-08-28 18:00,2024-08-28 18:00,21.813333333333,7.4266666666667,53.356666666667,0,0,0,0,18.566666666667,76.6112,0,0,0,53.356666666667
243,Spitalul de Pneumoftiziologie Sfantul Stefan,BUC,București,2,true,False,44.453611,26.105413,[],"{'eui': '03000037', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 15.333333333333, 'pm25': 4.6766666666667, 'pm10': 38.18, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 11.691666666667, 'ica_pm10': 60.225, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 60.225, 'max_value': 38.18}",60.225,60.225,38.18,2024-08-28 18:00,03000037,2024-08-28 18:00,2024-08-28 18:00,15.333333333333,4.6766666666667,38.18,0,0,0,0,11.691666666667,60.225,0,0,0,03000037,2024-08-28 18:00,2024-08-28 18:00,15.333333333333,4.6766666666667,38.18,0,0,0,0,11.691666666667,60.225,0,0,0,38.18
236,Scoala 167,BUC,București,2,true,False,44.454274,26.040168,[],"{'eui': '03000030', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 14, 'pm25': 3.65, 'pm10': 38.005, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 9.125, 'ica_pm10': 60.00625, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 60.00625, 'max_value': 38.005}",60.00625,60.00625,38.005,2024-08-28 18:00,03000030,2024-08-28 18:00,2024-08-28 18:00,14.0,3.65,38.005,0,0,0,0,9.125,60.00625,0,0,0,03000030,2024-08-28 18:00,2024-08-28 18:00,14.0,3.65,38.005,0,0,0,0,9.125,60.00625,0,0,0,38.005
220,Scoala 145,BUC,București,2,true,False,44.455131,26.143412,[],"{'eui': '03000014', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 15.003333333333, 'pm25': 4.0033333333333, 'pm10': 38.406666666667, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 10.008333333333, 'ica_pm10': 60.508333333333, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 60.508333333333, 'max_value': 38.406666666667}",60.508333333333,60.508333333333,38.406666666667,2024-08-28 18:00,03000014,2024-08-28 18:00,2024-08-28 18:00,15.003333333333,4.0033333333333,38.406666666667,0,0,0,0,10.008333333333,60.508333333333,0,0,0,03000014,2024-08-28 18:00,2024-08-28 18:00,15.003333333333,4.0033333333333,38.406666666667,0,0,0,0,10.008333333333,60.508333333333,0,0,0,38.406666666667
239,Scoala - Ion Heliade Radulescu,BUC,București,2,true,False,44.455166,26.083653,[],"{'eui': '03000033', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 17.115, 'pm25': 4.985, 'pm10': 41.895, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 12.4625, 'ica_pm10': 64.86875, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 64.86875, 'max_value': 41.895}",64.86875,64.86875,41.895,2024-08-28 18:00,03000033,2024-08-28 18:00,2024-08-28 18:00,17.115,4.985,41.895,0,0,0,0,12.4625,64.86875,0,0,0,03000033,2024-08-28 18:00,2024-08-28 18:00,17.115,4.985,41.895,0,0,0,0,12.4625,64.86875,0,0,0,41.895
222,Scoala - Geo Bogza,BUC,București,2,true,False,44.455625,26.064356,[],"{'eui': '03000016', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 13.256666666667, 'pm25': 3.78, 'pm10': 35.996666666667, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 9.45, 'ica_pm10': 57.495833333333, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 57.495833333333, 'max_value': 35.996666666667}",57.495833333333,57.495833333333,35.996666666667,2024-08-28 18:00,03000016,2024-08-28 18:00,2024-08-28 18:00,13.256666666667,3.78,35.996666666667,0,0,0,0,9.45,57.495833333333,0,0,0,03000016,2024-08-28 18:00,2024-08-28 18:00,13.256666666667,3.78,35.996666666667,0,0,0,0,9.45,57.495833333333,0,0,0,35.996666666667
237,Spitalul Sfanta Maria,BUC,București,2,true,False,44.456431,26.078913,[],"{'eui': '03000031', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 14.7575, 'pm25': 3.8425, 'pm10': 38.8, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 9.60625, 'ica_pm10': 61, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 61, 'max_value': 38.8}",61.0,61.0,38.8,2024-08-28 18:00,03000031,2024-08-28 18:00,2024-08-28 18:00,14.7575,3.8425,38.8,0,0,0,0,9.60625,61.0,0,0,0,03000031,2024-08-28 18:00,2024-08-28 18:00,14.7575,3.8425,38.8,0,0,0,0,9.60625,61.0,0,0,0,38.8
216,Scoala 27,BUC,București,2,true,False,44.456508,26.126664,[],"{'eui': '03000010', 'date': '2024-08-28 18:00', 'now': '2024-08-28 18:00', 'pm1': 13.895, 'pm25': 3.97, 'pm10': 37.9775, 'no2': 0, 'so2': 0, 'co': 0, 'ica_pm1': 0, 'ica_pm25': 9.925, 'ica_pm10': 59.971875, 'ica_no2': 0, 'ica_so2': 0, 'ica_co': 0, 'ica': 59.971875, 'max_value': 37.9775}",59.971875,59.971875,37.9775,2024-08-28 18:00,03000010,2024-08-28 18:00,2024-08-28 18:00,13.895,3.97,37.9775,0,0,0,0,9.925,59.971875,0,0,0,03000010,2024-08-28 18:00,2024-08-28 18:00,13.895,3.97,37.9775,0,0,0,0,9.925,59.971875,0,0,0,37.9775
