judet,uat,echipa_interventie,fond_cinegetic_alungare,data_interventie,longitudine_alungare,latitudine_alungare,numar_raport_alungare,identificare_relocare,fond_cinegetic_relocare,data_relocare,longitudine_relocare,latitudine_relocare,numar_raport_relocare,identificare_eutanasiere,fond_cinegetic_eutanasiere,longitudine_eutanasiere,latitudine_eutanasiere,nr._raport_interventie_eutanasiere,identificare_impuscare,fond_cinegetic_impuscare,longitudine_impuscare,latitudine_impuscare,nr._raport_interventie_impuscare,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOIVODEASA 2,,25.4868206,47.0112732,27377/01.07.2025,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din gospodarie prin mijloace acustice si luminoase.,Alungat,Szabo Szilard
,TOPLIŢA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,2025-07-19,,,,,,,,,,,,,,,,VOIVODEASA 2,25.4859124,47.010425,27379/01.07.2025,Mascul,"Echipa de interventie a incercat alungarea ursului care a revenit la gopodarie. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii echipei s-a decis extragerea acestuia prin impuscare.",Împușcare,Szabo Szilard
,ZETEA,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,2025-07-01,,,,,,,,,,,,,,,,IVO 35,46.46417,25.45687,20824/02.07.2025,Mascul,In urma apelului la nr 112 ecipa s-a deplasat la ferma unde ursul a incercat sa patrunda in curtea ingradita unde a facut deja mai multe pagube la animale domestice.  Avand in vedere antecedentele si  faptul ca ursul prezenta un risc asupra securitatii s-a decis extragerea prin impuscare.,Împușcare,Szabo Szilard
,PĂTÂRLAGELE,"Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",PATARLAGELE 30,,45.31131,26.36337,5917,,,,,,,,,,,,,,,,,,"A fost un apel 112, care anunță că în satul Crâng a fost văzut un urs în grădina proprietarului. Echipa de intervenție a ajuns în zona , dar ursul nu a mai fost găsit. Nu au fost pagube materiale.",Alungat,Mihaela Ifrim
,PĂTÂRLAGELE,"Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele,",PATARLAGELE 30,,45.32148,26.3617,5938,,,,,,,,,,,,,,,,,,"În data de 09.07.2025, ora 6.40, a fost un apel la 1112, care anunță prezența unui urs în localitatea Patarlagele, str MArin Preda nr. 2 , in gospodaria proprietarului. La fata locului, era un gard rupt, , adăpostul animalelor distrus,  si 18 rate mancate de urs. Proprietarul a fost indrumat sa ceara despagubiri, conform cerintelor legale.",Alungat,Mihaela Ifrim
,PĂTÂRLAGELE,"Reprezentant IJJ Buzău, reprezentant UAT Pătârlagele, paznic de vânătoare",PATARLAGELE 30,,45.318484,26.351519,5936,,,,,,,,,,,,,,,,,,"În data de 8.07.2025, ora 20.25 s-a anuntat prezenta unui urs, prin apel 112, în satul Crang, unde se aflau mai multi copii., Apoi ursul s-a retras spre o zonă împădurită.",Alungat,Mihaela Ifrim
,PĂTÂRLAGELE,"Reprezentant IJJ Buzau, reprezentant UAT Pătârlagele, reprezentant AJVPS Pătârlagele",PATARLAGELE 30,,45.299924,26.36156,5937,,,,,,,,,,,,,,,,,,"În data de 08.07 .2025 ora 19.45, proprietarul unei case a anuntat prezenta unuir urs in satul Lunca.  Echipa de interventie a fost al fata locului , dar ursul nu mai era in zonă.",Alungat,Mihaela Ifrim
,PORUMBACU DE JOS,"Primar, reprezentanti politie, gestionar",PORUMBACU 5,,24.497302,45.694586,14,,,,,,,,,,,,,,,,,Mascul,La sosirea echipei de intervenție ursul nu se mai afla în zonă,Alungat,Gabriela Capatana
,BECENI,"Reprezentant IJJ Buzău, reprezentanu UAT Beceni, reprezentant AJVPS Buzău.",BECENI 41,,,,5317,,,,,,,,,,,,,,,,,,"În data de 08.07.2025 a fost anunțată prezența unui urs in strada Frunzișului, sat Izvorul dulce.  Ursul a fost alungat cu semnale sonore, luminoase de către echipa de intervenție. Nu au fost produse pagube.",Alungat,Mihaela Ifrim
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentat asociatie vanatoare, medic veterinar",,,25.088335,46.607143,7370/12.06.2025   8870/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare urs din intravilan oras Sovata, zona hotel Tivoli, cu semnale luminoase si sonore.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.0883357,46.607143,7368/12.06.2025    8869/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare din intravilanul localitatii Sovata, zona Hotel Tivoli.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.040029,46.599652,7419/12.06.2025    8868/01.07.2025,,,,,,,,,,,,,,,,,Mascul,Alungare urs din localitatea Sovata Bai.,Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.090029,46.594652,7467/16.06.2025    8866/01.07.2025,,,,,,,,,,,,,,,,,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic - Sovata Bai.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089584,46.599367,7088/08.06.2025      8865/01.07.2025,,,,,,,,,,,,,,,,,Femela,Alungare urs din intravilan oras Sovata,Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089584,46.599367,7089/09.06.2025    8864/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.078961,46.597529,7084/05.06.2025    8860/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089276,46.600293,7085/04.06.2025     8859/01.07.2025,,,,,,,,,,,,,,,,,,Alungare urs din intravilan oras Sovata. str. Campul Mic.,Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.084822,46.604431,7018/02.06.2025    8858/01.07.2025,,,,,,,,,,,,,,,,,,"Alungare urs din intravilan oras Sovata, zona Lacului Ursu.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.078961,46.597529,6993/02.06.2025     8857/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.08995,46.59961,,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.08995,46.59961,7032/04.06.2025     8854/01.07.2025,,,,,,,,,,,,,,,,,,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.080471,46.599804,6971/02.06.2025   8853/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089973,46.60083,6972/02.06.2025    8852/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica din intravilan oras Sovata, str.Campul Mic si alte strazi din apropiere, cu semnale luminoase.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089875,46.599578,6897/02.06.2025   8849/01.07.2025,,,,,,,,,,,,,,,,,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.07861,46.59741,,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.089875,46.599578,6837/30.05.2025   8846/01.07.2025,,,,,,,,,,,,,,,,,Mascul,"Alungare urs din intravilanul orasului Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.07867,46.59741,6777/29.05.2025    8845/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 2 pui, din intravilan oras Sovata, str. Bradului.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.090054,46.599552,6665/27.05.2025     8843/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,Alungare ursoaica cu 3 pui din intravilan oras Sovata.,Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.090054,46.599552,6573/26.05.2025      8842/01.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu 3 pui din intravilan oras Sovata, str. Trandafirului apoi str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.0865004,46.0008763,6223/17.05.2025    8840/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica  din intravilan oras Sovata, str. Trandafirilor.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.0865004,46.6008763,6218/16.05.2025    8839/01.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica din intravilan oras Sovata, str. Trandafirilor.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.087062,46.5984598,5027/16.04.2025    8837/01.07.2025,,,,,,,,,,,,,,,,,Mascul,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.087062,46.5984598,5062/17.04.2025   8836/01.07.2025,,,,,,,,,,,,,,,,,Mascul,"Alungare urs din intravilan oras Sovata, str. Campul Mic.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642090003842051,,11-06-2025,25.0883357,46.607143,7371/12.06.2025    8871/01.07.2027,,,,,,,,,,,Femela,"Relocare ursoaica din intravilan oras Sovata, zona hotel Tivoli.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642096302038345,,14-06-2025,25.090029,46.599652,7468/16.06.2025   8867/01.07.2025,,,,,,,,,,,Mascul,"Relocare urs din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642096302014213,,10-06-2025,25.08958,46.599631,7292/11.06.2025    8863/01.07.2025,,,,,,,,,,,,"Relocare urs din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642096302014214,,06-06-2025,25.085922,46.606688,7087/06.06.2025   8862/01.07.2025,,,,,,,,,,,Femela,Relocare ursoaica din intravilan oras Sovata.,Relocat,Nagy Hajnal
,SLĂNIC-MOLDOVA,Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,26.439815,46.206991,6694/04.07.2025,,,,,,,,,,,,,,,,,,A fost alungat un exemplar de urs spre zona forestiera.,Alungat,Anca Macor
,SLĂNIC-MOLDOVA,Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,2025-07-08,26.4399788,46.207029,6823/08.07.2025,,,,,,,,,,,,,SLANIC MOLDOVA 17,26.439788,46.207029,6823/08.07.2025,Mascul,"A fost alungat un exemplar de urs, ursul a revenit devenind agresiv. S-a luat decizia de impuscare.",Împușcare,Anca Macor
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642090003842044 femela 642090003842045 pui1   642090003842042 pui2,,05-06-2025,25.078505,48.597387,7086/05.06.2025    8861/01.07.2025,,,,,,,,,,,Femela cu pui,"Relocare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642090003842043,,03-06-2025,25.08995,46.59961,7033/04.06.2025    8856/01.07.2025,,,,,,,,,,,Femela,"Relocare ursoaica din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642090003842041,,02-06-2025,25.08995,46.59961,6970/03.06.2025     8851/01.07.2025,,,,,,,,,,,Femela,"Relocare ursoaica din intravilan oras Sovata, str. Campul Mic, zona Hotel RELAX.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,RO1607595989,,01-06-2025,25.089875,46.599578,6898/02.06.2025   8850/01.07.2025,,,,,,,,,,,Mascul,"Relocare urs din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,642090003842048  RO1607595898  RO1607595991 pui F RO160759599 pui M,,30-05-2025,25.07867,56.59741,6845/30.05.2025    8848/01.07.2025,,,,,,,,,,,Femela cu pui,"Relocare ursoaica cu 2 pui din intravilan oras Sovata, str. Bradului.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,64209003842047 FEMELA  642090003842059 pui 1F 642090003701407 pui2F 642090003842048 pui3F,,29-05-2025,25.0900054,46.5995524,,,,,,,,,,,,Femela cu pui,"Relocare ursoaica din intravilan oras Sovata, str. Campul Mic, zona hotel RELAX.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,64209003701401,,18-05-2025,25.087062,46.5984598,6254/18.05.2025     8841/01.07.2025,,,,,,,,,,,Femela,"Relocare ursoaica din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,zgarda 0720538422,,17-04-2025,25.087062,46.5984598,5092/17.04.2025    8838/01.07.2025,,,,,,,,,,,Mascul,"Relocare urs din intravilan oras Sovata, str. Campul Mic.",Relocat,Nagy Hajnal
,BUŞTENI,"Jandarmerie, primar, personal GFC",SINAIA 25,,45.408886,25.52624,10209/10.07.2025,,,,,,,,,,,,,,,,,,Exemplar 3 ani alungat cu mijloace acustice si luminoase,Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.460852,25.941876,9837/10.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 5 ani care se afla in curte, nu a produs pagube materiale, in zona exista cusca pentru capturare",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.460496,25.949663,9885/10.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 5 ani care se afla in intravilan, nu a produs pagube materiale",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.309424,26.006141,9886/10.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Femela cu doi pui, care se aflau in gradina, unde a rupt mai multi pomi fructiferi, au fost alungati si se va instala cusca pentru capturare",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.454898,25.944341,9895/11.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 6 ani care se afla in intravilan, a fost alungat spre fondul forestier, in zona exista cusca pentru capturare",Alungat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.460317,25.93771,9896/11.07.2025,,,,,,,,,,,,,,,,,,"Exemplar de 6 ani care nu a mai fost gasit la locul indicat, s-a patrulat zona",Alungat,Crina Popa
,TÂRGU MUREŞ,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,24.5907155,46.5394431,34700/08.07.2025   9302/09.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare urs din intravilan oras  Targu Mures, str. Negoiului.",Alungat,Nagy Hajnal
,SOVATA,,,,,,,,,,,,,,,25.085763,46.605988,8458/07.07.2025      9189/07.07.2025,642096302038946,,,,,Femela,"S-a decis eutanasierea unei ursoaice care se hranea din gunoaiele de pe aleea turistica Lacul Ursu, oras Sovata. Dupa tranchilizare si verificare microcip, si crotal, animalul a fost identificat fiind un exemplar care a mai fost alungat si relocat .",Eutanasiat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,,,,,,,,,25.074586,46.593769,8397/08.07.2025    9190/07.07.2025,f64090003842046 Femela  001608595990 Pui,,,,,Femela cu pui,"S-a luat decizia relocarii puiului in centru de reabilitare Balan  si eutanasierea femelei, dupa ce a foat semnalata prezenta unei femele cu un pui, in intravilanul orasului Sovata.",Eutanasiat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,,,,,,,,,25.088051,46.606695,8458/07.07.2025     9191/07.07.2025,642096302038349,,,,,Femela,"A fost semnalata prezenta unui urs in intravilanul localitatii Sovata, str. Tivoli, animalul aintrat in mai multe gospodarii. Dupa tranchilizare si verificare microcip, a fost identificat fiind un exemplar care a fost alungat si relocat in trecut, motiv pentru care s-a decis eutanasierea.",Eutanasiat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.088525,48.604504,8456/07.07.2025     9192/07.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare urs din intravilan oras Sovata, str. Tivoli.",Alungat,Nagy Hajnal
,SOVATA,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,25.100941,46.608758,8205/02.07.2025    9188/07.07.2025,,,,,,,,,,,,,,,,,Femela,"Alungare urs din intravilan oras Sovata, str. Arinului, zona Stana de vale.",Alungat,Nagy Hajnal
,GĂLEŞTI,"Jandarmerie/Politia locala, Reprezentant asociatie de vanatoare, Medic veterinar",,,24.7533,46.506476,1844/04.07.2025      9067/04.07.2025,,,,,,,,,,,,,,,,,Femela cu pui,"Alungare ursoaica cu pui din intravilan localitatea Galesti, dupa ce a intrat intr-o gospodarie si a luat o oaie, pe care ulterior a abandonat-o pe malul raului Niraj.",Alungat,Nagy Hajnal
,BRAŞOV,"Reprezentant primarie, reprezentant IJJ Brasov, reprezentant GFC, medic veterinar",TIMIS 18,,,25.547544,45.595007,,,,,,,,,,,,,,,,,,"Echipa de intervenție constituită pentru capturarea unui exemplar de urs din parcarea din fața Hotelului Piatra Mare , în timpul operatiunii de tranchilizare a procedat la alungarea unui alt exemplar de urs care si-a facut apariți în zonă.Pentru alungare s-au folosit mijloace acustice și luminoase, precum și muniție de cauciuc.",Alungat,Viorel Marean
,BERTEA,"Jandarmerie,  primar, personal GFC",PALTINET 35,,45.235443,25.833008,7309/14.07.2025,,,,,,,,,,,,,,,,,Mascul,"La apel 112 s-a intrunit echipa, care a procedat la alungarea unui urs  de 5 ani, aflat in apropierea unei gospodarii",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",,,,,,PH 051 URS,TELEJENEL 28,11-07-2025,45.456184,25.944459,9922/11.07.2025,,,,,,,,,,,Femela,"Exemplar de 5 ani care a fost capturat si crotaliat cu PH  051 URS,  relocat pe acelasi fond cinegetic",Relocat,Crina Popa
